miRNA	target	score	hyb_energy	mir.strt	mir.stp	gene.strt	gene.stp	Type	target_id	target_label	target_type	gene_symbol	mir_start	mir_end	target_start	target_end	coordinate_1	coordinate_2	coordinate_3	coordinate_4	original_coordinate_columns	coordinate_status	coordinate_interpretation	candidate_axis	figure4D_candidate	experimentally_evaluated	experimental_result	notes
let-7i-5p	CLDN2	140	-18.43	60910	22	1940	849	mRNA	CLDN2	CLDN2	mRNA	CLDN2	60910	22	1940	849	60910	22	1940	849	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	CTTNBP2	150	-17.83	61963	22	3580	1238	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	61963	22	3580	1238	61963	22	3580	1238	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	DMD	296	-34.5	60861	22	2691	1787 1920	mRNA	DMD	DMD	mRNA	DMD	60861	22	2691	1787 1920	60861	22	2691	1787 1920	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	EDNRB	284	-32.06	61112	22	2719	1171 2546	mRNA	EDNRB	EDNRB	mRNA	EDNRB	61112	22	2719	1171 2546	61112	22	2719	1171 2546	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	EGLN3	150	-26.31	60753	22	1664	1168	mRNA	EGLN3	EGLN3	mRNA	EGLN3	60753	22	1664	1168	60753	22	1664	1168	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	GALNT15	144	-14.33	60935	22	2665	683	mRNA	GALNT15	GALNT15	mRNA	GALNT15	60935	22	2665	683	60935	22	2665	683	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	GCNT3	302	-40.25	61240	22	3168	443 1763	mRNA	GCNT3	GCNT3	mRNA	GCNT3	61240	22	3168	443 1763	61240	22	3168	443 1763	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	IL1RL1	142	-13.21	60934	22	2668	1312	mRNA	IL1RL1	IL1RL1	mRNA	IL1RL1	60934	22	2668	1312	60934	22	2668	1312	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	ISG20	142	-17.49	60949	22	952	45	mRNA	ISG20	ISG20	mRNA	ISG20	60949	22	952	45	60949	22	952	45	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	ITGB8	447	-58.84	60736	22	5757	1589 1229 932	mRNA	ITGB8	ITGB8	mRNA	ITGB8	60736	22	5757	1589 1229 932	60736	22	5757	1589 1229 932	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	KLF2	290	-36.4	60765	22	1654	813 1233	mRNA	KLF2	KLF2	mRNA	KLF2	60765	22	1654	813 1233	60765	22	1654	813 1233	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	KNDC1	141	-17.25	63033	22	2470	2104	mRNA	KNDC1	KNDC1	mRNA	KNDC1	63033	22	2470	2104	63033	22	2470	2104	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	LIFR	292	-32.19	60801	22	6632	2436 2839	mRNA	LIFR	LIFR	mRNA	LIFR	60801	22	6632	2436 2839	60801	22	6632	2436 2839	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
let-7i-5p	LIN7A	146	-13.93	60798	22	625	21	mRNA	LIN7A	LIN7A	mRNA	LIN7A	60798	22	625	21	60798	22	625	21	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	NTN1	297	-38.69	60735	22	4032	246 1992	mRNA	NTN1	NTN1	mRNA	NTN1	60735	22	4032	246 1992	60735	22	4032	246 1992	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	PTGDR2	141	-14.35	60986	22	1602	745	mRNA	PTGDR2	PTGDR2	mRNA	PTGDR2	60986	22	1602	745	60986	22	1602	745	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	PTGIS	435	-64.67	60757	22	4046	2851 3306 2492	mRNA	PTGIS	PTGIS	mRNA	PTGIS	60757	22	4046	2851 3306 2492	60757	22	4046	2851 3306 2492	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	PTPRO	141	-15.05	61793	22	2358	248	mRNA	PTPRO	PTPRO	mRNA	PTPRO	61793	22	2358	248	61793	22	2358	248	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	SLC5A3	290	-27.93	61189	22	8905	6640 7109	mRNA	SLC5A3	SLC5A3	mRNA	SLC5A3	61189	22	8905	6640 7109	61189	22	8905	6640 7109	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	SOCS1	151	-18.29	60973	22	426	261	mRNA	SOCS1	SOCS1	mRNA	SOCS1	60973	22	426	261	60973	22	426	261	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	ST8SIA1	149	-14.87	61208	22	8161	8085	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	61208	22	8161	8085	61208	22	8161	8085	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
let-7i-5p	TMEM200A	145	-17.45	60994	22	1169	978	mRNA	TMEM200A	TMEM200A	mRNA	TMEM200A	60994	22	1169	978	60994	22	1169	978	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	APCDD1L	143	-17.08	12490	22	1689	16	mRNA	APCDD1L	APCDD1L	mRNA	APCDD1L	12490	22	1689	16	12490	22	1689	16	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	ARL4C	141	-19.51	12328	22	2765	2721	mRNA	ARL4C	ARL4C	mRNA	ARL4C	12328	22	2765	2721	12328	22	2765	2721	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	CD36	140	-10.95	12870	22	2891	251	mRNA	CD36	CD36	mRNA	CD36	12870	22	2891	251	12870	22	2891	251	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	circCSPP1	146	-24.88	3245	22	862	718	circRNA	circCSPP1	circCSPP1	circRNA	CSPP1	3245	22	862	718	3245	22	862	718	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	circTNC	140	-8.04	3118	22	4428	3626	circRNA	circTNC	circTNC	circRNA	TNC	3118	22	4428	3626	3118	22	4428	3626	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-124-5p	CTTNBP2	145	-14.8	13300	22	618	76	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	13300	22	618	76	13300	22	618	76	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	CYRIA	146	-17.66	12510	22	3477	1473	mRNA	CYRIA	CYRIA	mRNA	CYRIA	12510	22	3477	1473	12510	22	3477	1473	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	DMD	140	-11.65	13773	22	440	370	mRNA	DMD	DMD	mRNA	DMD	13773	22	440	370	13773	22	440	370	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	EGLN3	140	-13.03	14942	22	2073	905	mRNA	EGLN3	EGLN3	mRNA	EGLN3	14942	22	2073	905	14942	22	2073	905	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	GCNT3	141	-21.65	12656	22	3168	2663	mRNA	GCNT3	GCNT3	mRNA	GCNT3	12656	22	3168	2663	12656	22	3168	2663	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	IL1RL1	143	-14.07	12350	22	2668	392	mRNA	IL1RL1	IL1RL1	mRNA	IL1RL1	12350	22	2668	392	12350	22	2668	392	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	KNDC1	144	-20.24	13993	22	1873	1048	mRNA	KNDC1	KNDC1	mRNA	KNDC1	13993	22	1873	1048	13993	22	1873	1048	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	LBH	167	-31.98	12453	22	2407	1623	mRNA	LBH	LBH	mRNA	LBH	12453	22	2407	1623	12453	22	2407	1623	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	LIN7A	161	-24.89	12214	22	625	579	mRNA	LIN7A	LIN7A	mRNA	LIN7A	12214	22	625	579	12214	22	625	579	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	NTN1	148	-20.12	12151	22	4032	2834	mRNA	NTN1	NTN1	mRNA	NTN1	12151	22	4032	2834	12151	22	4032	2834	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	PLPP3	152	-15.29	12569	22	1790	239	mRNA	PLPP3	PLPP3	mRNA	PLPP3	12569	22	1790	239	12569	22	1790	239	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	POSTN	143	-10.21	12430	22	742	115	mRNA	POSTN	POSTN	mRNA	POSTN	12430	22	742	115	12430	22	742	115	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	PTPRO	144	-18.55	14314	22	4413	1643	mRNA	PTPRO	PTPRO	mRNA	PTPRO	14314	22	4413	1643	14314	22	4413	1643	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	RGS4	140	-14.92	12421	22	2242	802	mRNA	RGS4	RGS4	mRNA	RGS4	12421	22	2242	802	12421	22	2242	802	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	SLC5A3	290	-28.9	12605	22	8905	6324 7233	mRNA	SLC5A3	SLC5A3	mRNA	SLC5A3	12605	22	8905	6324 7233	12605	22	8905	6324 7233	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-124-5p	TNC	140	-8.04	12383	22	1582	780	mRNA	TNC	TNC	mRNA	TNC	12383	22	1582	780	12383	22	1582	780	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-135b-5p	C3orf18	151	-18.21	6582	23	1632	1244	mRNA	C3orf18	C3orf18	mRNA	C3orf18	6582	23	1632	1244	6582	23	1632	1244	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	CD36	287	-28.55	6797	23	2891	2060 1102	mRNA	CD36	CD36	mRNA	CD36	6797	23	2891	2060 1102	6797	23	2891	2060 1102	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	CDH6	140	-9.99	6157	23	5838	3026	mRNA	CDH6	CDH6	mRNA	CDH6	6157	23	5838	3026	6157	23	5838	3026	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	circLIFR	143	-9.43	2030	23	2689	1178	circRNA	circLIFR	circLIFR	circRNA	LIFR	2030	23	2689	1178	2030	23	2689	1178	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.	miR-135b-5p / TNC / circLIFR	yes	yes	experimentally evaluated candidate axis; negative or less supportive result	prioritized pro-fibrotic candidate axis from curated integrated IL-4/IL-13 network
miR-135b-5p	circMAPKAPK3	149	-14.17	1905	23	2679	925	circRNA	circMAPKAPK3	circMAPKAPK3	circRNA	MAPKAPK3	1905	23	2679	925	1905	23	2679	925	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	circRIC8B	142	-13.86	1579	23	325	167	circRNA	circRIC8B	circRIC8B	circRNA	RIC8B	1579	23	325	167	1579	23	325	167	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	circTRIO	147	-14.41	1822	23	1343	11	circRNA	circTRIO	circTRIO	circRNA	TRIO	1822	23	1343	11	1822	23	1343	11	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	COBL	293	-33.02	6979	23	2514	1939 2129	mRNA	COBL	COBL	mRNA	COBL	6979	23	2514	1939 2129	6979	23	2514	1939 2129	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	CTTNBP2	157	-12.59	6082	23	886	508	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	6082	23	886	508	6082	23	886	508	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	DMD	152	-14.29	6297	23	1361	1009	mRNA	DMD	DMD	mRNA	DMD	6297	23	1361	1009	6297	23	1361	1009	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	EGLN3	140	-15.9	8869	23	2073	154	mRNA	EGLN3	EGLN3	mRNA	EGLN3	8869	23	2073	154	8869	23	2073	154	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	GCNT3	153	-11.75	6583	23	3168	953	mRNA	GCNT3	GCNT3	mRNA	GCNT3	6583	23	3168	953	6583	23	3168	953	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	ITGB8	154	-16.88	6079	23	5757	1010	mRNA	ITGB8	ITGB8	mRNA	ITGB8	6079	23	5757	1010	6079	23	5757	1010	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	KITLG	141	-9.97	6311	23	4426	3243	mRNA	KITLG	KITLG	mRNA	KITLG	6311	23	4426	3243	6311	23	4426	3243	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	KNDC1	144	-18.76	8376	23	2470	26	mRNA	KNDC1	KNDC1	mRNA	KNDC1	8376	23	2470	26	8376	23	2470	26	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	LBH	144	-11.16	6380	23	2407	1372	mRNA	LBH	LBH	mRNA	LBH	6380	23	2407	1372	6380	23	2407	1372	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	LIN7A	140	-11.1	8839	23	5207	1991	mRNA	LIN7A	LIN7A	mRNA	LIN7A	8839	23	5207	1991	8839	23	5207	1991	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	MORC4	141	-11.99	8615	23	1912	691	mRNA	MORC4	MORC4	mRNA	MORC4	8615	23	1912	691	8615	23	1912	691	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	PLPP3	140	-20.88	6496	23	1790	863	mRNA	PLPP3	PLPP3	mRNA	PLPP3	6496	23	1790	863	6496	23	1790	863	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	POSTN	158	-15.96	6357	23	742	379	mRNA	POSTN	POSTN	mRNA	POSTN	6357	23	742	379	6357	23	742	379	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	PTGIS	140	-19.86	6100	23	4046	143	mRNA	PTGIS	PTGIS	mRNA	PTGIS	6100	23	4046	143	6100	23	4046	143	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	PTPRO	148	-13.56	8241	23	4413	217	mRNA	PTPRO	PTPRO	mRNA	PTPRO	8241	23	4413	217	8241	23	4413	217	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	SLC26A2	289	-32.93	6159	23	5587	3268 452	mRNA	SLC26A2	SLC26A2	mRNA	SLC26A2	6159	23	5587	3268 452	6159	23	5587	3268 452	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-135b-5p	SLC5A3	140	-14.02	6532	23	8905	7408	mRNA	SLC5A3	SLC5A3	mRNA	SLC5A3	6532	23	8905	7408	6532	23	8905	7408	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
